Site,Year,Week,Org Code,Org Name,Mch Code,Criticality,Priority Id,Object Description,Wo No,Actual Reg Date,Actual Start Date,Actual Finish Date,Reaction Hours,Repair Hours,Downtime Hours,Err Cause,Err Cause Descr,Err Type,Err Type Descr,Performed Action Id,Performed Action Descr,Err Class,Err Class Descr,Work Type Category,Work Type Id,Work Type Descr,Wo Status Id
AEAD,2024,202447,MAINT,Maintenance,004-0458-00,1,2,HYDRAULIC LIFT 2TON,548911,20-11-24 08:58,20-11-24 09:13,20-11-24 09:13,0.2,2,0,C27,Accident,T1,Maintenance,P8,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202447,MAINT,Maintenance,009-0430-00,2,2,DIESEL FORKLIFT 69511,549182,21-11-24 07:20,21-11-24 07:20,21-11-24 07:20,0,1,0,C2,Site Services,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202447,MAINT,Maintenance,004-0506-00,0,2,ROOF FAN,1008937,01-10-24 08:59,21-11-24 08:00,21-11-24 08:00,1223,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202447,MAINT,Maintenance,004-0504-00,0,2,ROOF FAN,1008935,01-10-24 08:59,21-11-24 08:00,21-11-24 08:00,1223,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202447,MAINT,Maintenance,004-0505-00,0,2,ROOF FAN,1008936,01-10-24 08:59,21-11-24 08:00,21-11-24 08:00,1223,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202447,MAINT,Maintenance,004-0461-00,1,1,ZINC SILICATE DISSOLVER (160KW),1008944,01-10-24 08:59,22-11-24 08:00,22-11-24 08:00,1247,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202447,MAINT,Maintenance,004-0508-00,0,2,"FAN,DUST EXTRACTION",1008940,01-10-24 08:59,22-11-24 08:00,22-11-24 08:00,1247,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202447,MAINT,Maintenance,004-0515-00,0,2,HMI OVER FILL PROTECTION AND EMERGENCY-LEVEL SWITC,1008942,01-10-24 08:59,22-11-24 08:00,22-11-24 08:00,1247,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202447,MAINT,Maintenance,004-0509-00,0,2,"FAN,DUST EXTRACTION",1008941,01-10-24 08:59,22-11-24 08:00,22-11-24 08:00,1247,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202447,MAINT,Maintenance,004-0507-00,0,2,ROOF FAN,1008938,01-10-24 08:59,22-11-24 08:00,22-11-24 08:00,1247,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202447,MAINT,Maintenance,004-0425-00,0,2,DUST  EXTRACTION  SYSTEM [ PRODUCTION ],1008925,01-10-24 08:59,22-11-24 08:00,22-11-24 08:00,1247,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202447,MAINT,Maintenance,003-0418-00,2,2,AC Inspection In FG Area,1008923,01-10-24 08:59,22-11-24 08:00,22-11-24 08:00,1247,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202447,MAINT,Maintenance,005-0100-00,0,1,"FIRE PUMP,DIESEL DRIVEN UL LISTED & FM APPROVED 1250 GPM 216 BHP@3000 RPM",1008922,01-10-24 08:59,22-11-24 08:00,22-11-24 08:00,1247,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202447,MAINT,Maintenance,004-0025-00,2,2,CHILLER PRODUCTION- 1 ROOFTOP,1008917,01-10-24 08:59,22-11-24 08:00,22-11-24 08:00,1247,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,004-0445-00,1,2,DEVREE  AUTOMATIC FILLING M/C,549931,25-11-24 07:58,25-11-24 07:58,25-11-24 07:58,0,1.5,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,003-0100-00,2,2,WRAPPING MACHINE OPEN SHED AREA,549972,25-11-24 09:48,25-11-24 09:48,25-11-24 09:48,0,1,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,004-0456-00,2,2,4LIT PRESSING  UNIT,550100,25-11-24 14:53,25-11-24 14:53,25-11-24 14:53,0,1,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,009-0000-00,3,3,WARE HOUSE 2 [LOCATION],550297,26-11-24 08:00,26-11-24 08:00,26-11-24 08:00,0,,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,004-0139-00,2,2,"SCALE,ELECTRONIC 2200KG X 0.5KG",550033,25-11-24 11:57,26-11-24 08:00,26-11-24 08:00,20,1.5,0,C23,Condition based maintenanced,T1,Maintenance,P8,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,000-0000-00,3,3,SITE AREA EXTERNAL [LOCATION],550312,26-11-24 10:30,26-11-24 10:30,26-11-24 10:30,0,,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,000-0000-00,3,3,SITE AREA EXTERNAL [LOCATION],550301,26-11-24 10:28,26-11-24 10:30,26-11-24 10:30,0,,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,002-0000-00,3,2,ADMIN. BUILDING [LOCATION],549599,22-11-24 14:24,27-11-24 00:00,27-11-24 00:00,105.6,1.5,0,C2,Site Services,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,004-0441-00,2,2,AIR HOIST 2TON near Dissolver 245,550675,27-11-24 08:00,27-11-24 08:00,27-11-24 08:00,0,3,0,C5,Improper use,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,003-0109-00,3,3,AUTOMATIC SLIDING DOOR,550294,26-11-24 10:11,27-11-24 08:00,27-11-24 08:00,21.8,,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,004-0213-01,2,2,"STORAGE  TANK , SS 3000LTR",550669,27-11-24 10:05,27-11-24 10:05,27-11-24 10:05,0,3,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,004-0241-00,1,2,DISSOLVER,550926,28-11-24 11:44,29-11-24 08:00,29-11-24 08:00,20.3,22,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,004-0450-00,2,2,4LTR PRESSING  UNIT,550279,26-11-24 09:20,29-11-24 08:00,29-11-24 08:00,70.7,,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,005-0100-00,0,1,"FIRE PUMP,DIESEL DRIVEN UL LISTED & FM APPROVED 1250 GPM 216 BHP@3000 RPM",1008951,01-10-24 08:59,29-11-24 08:00,29-11-24 08:00,1415,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,004-0139-00,2,2,"SCALE,ELECTRONIC 2200KG X 0.5KG",551247,29-11-24 11:35,29-11-24 17:53,29-11-24 17:53,6.3,1.5,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,004-0152-00,2,2,DEVREE FILLING M/C,551166,29-11-24 06:30,29-11-24 17:53,29-11-24 17:53,11.4,0.5,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,004-0235-00,1,2,"AGITATOR , VARIABLE SPEED",551006,28-11-24 15:15,29-11-24 17:53,29-11-24 17:53,26.6,2,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,004-0017-00,2,2,ELECTRICAL PANEL INSPECTION-6MONTHS,1022183,27-11-24 15:10,01-12-24 00:00,01-12-24 00:00,80.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,004-0426-00,2,2,20LTR PRESSING  UNIT,1022178,27-11-24 15:10,01-12-24 00:00,01-12-24 00:00,80.8,1.5,0,C12,Timebased Maintenance,,,P3,,,,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,004-0430-00,2,2,20LTR PRESSING UNIT,550551,27-11-24 06:49,01-12-24 00:00,01-12-24 00:00,89.2,1.5,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,011-0101-00,0,2,"EXHAUST ROOF FAN, CANTEEN",1008970,01-10-24 09:00,01-12-24 00:00,01-12-24 00:00,1455,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202448,MAINT,Maintenance,011-0100-00,0,2,"EXHAUST ROOF FAN, CANTEEN",1008969,01-10-24 09:00,01-12-24 00:00,01-12-24 00:00,1455,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0461-00,1,2,ZINC SILICATE DISSOLVER (160KW),1022190,27-11-24 15:11,02-12-24 08:00,02-12-24 08:00,112.8,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0461-00,1,2,ZINC SILICATE DISSOLVER (160KW),1022189,27-11-24 15:10,02-12-24 08:00,02-12-24 08:00,112.8,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0200-00,1,2,DISSOLVER,1022187,27-11-24 15:10,02-12-24 08:00,02-12-24 08:00,112.8,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0462-00,1,2,"REACTOR, AGITATOR",1022186,27-11-24 15:10,02-12-24 08:00,02-12-24 08:00,112.8,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0452-00,1,2,STUCCO PUMP  NETZSCH,1022188,27-11-24 15:10,02-12-24 08:00,02-12-24 08:00,112.8,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0500-00,0,1,"ROOF FAN, FUME EXTRACTION",1022182,27-11-24 15:10,02-12-24 08:00,02-12-24 08:00,112.8,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0220-00,1,2,"AGITATOR , VARIABLE SPEED",1022181,27-11-24 15:10,02-12-24 08:00,02-12-24 08:00,112.8,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0219-00,2,2,"AGITATOR , VARIABLE SPEED",1022180,27-11-24 15:10,02-12-24 08:00,02-12-24 08:00,112.8,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0427-00,2,2,4LTR PRESSING  UNIT,1022179,27-11-24 15:10,02-12-24 08:00,02-12-24 08:00,112.8,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,005-0103-00,0,1,"FIRE FOAM TANK,1000 GLN",1022175,27-11-24 15:10,02-12-24 08:00,02-12-24 08:00,112.8,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,000-0005-00,1,2,GATE -01 BARRIER,1022174,27-11-24 15:10,02-12-24 08:00,02-12-24 08:00,112.8,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0554-00,1,1,WISPERSOR 10 KL,1008971,01-10-24 09:00,02-12-24 08:00,02-12-24 08:00,1487,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,010-0103-00,1,2,SOLVENT DISTILLATION UNIT,1008966,01-10-24 09:00,02-12-24 08:00,02-12-24 08:00,1487,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,009-0240-00,0,2,DONALDSON POWDER BOOTH,1008965,01-10-24 09:00,02-12-24 08:00,02-12-24 08:00,1487,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,025-0100-00,1,2,"CHILLER, PROCESS",1008964,01-10-24 09:00,02-12-24 08:00,02-12-24 08:00,1487,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0202-00,1,1,DISSOLVER[FLOOR MOUNTED],1022234,27-11-24 15:11,03-12-24 08:00,03-12-24 08:00,136.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,000-0003-00,0,0,FIRE SPRINKLER,1022223,27-11-24 15:11,03-12-24 08:00,03-12-24 08:00,136.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,005-0100-00,0,1,"FIRE PUMP,DIESEL DRIVEN UL LISTED & FM APPROVED 1250 GPM 216 BHP@3000 RPM",1022224,27-11-24 15:11,03-12-24 08:00,03-12-24 08:00,136.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,016-0100-00,2,2,PUMP[GEAR] 2540,1022243,27-11-24 15:11,04-12-24 08:00,04-12-24 08:00,160.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0449-00,2,2,4LTR PRESSING  UNIT,1022232,27-11-24 15:11,04-12-24 08:00,04-12-24 08:00,160.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0422-00,1,1,DISSOLVER 60HP [OLD],1022226,27-11-24 15:11,04-12-24 08:00,04-12-24 08:00,160.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,005-0101-00,0,1,"FIRE PUMP ELECTRIC,90KW",1022195,27-11-24 15:11,04-12-24 08:00,04-12-24 08:00,160.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,000-0004-00,0,0,FIRE DELUGE,1022200,27-11-24 15:11,04-12-24 08:00,04-12-24 08:00,160.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,000-0016-00,0,0,FIRE VALVES,1022201,27-11-24 15:11,04-12-24 08:00,04-12-24 08:00,160.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0461-00,1,2,ZINC SILICATE DISSOLVER (160KW),552337,04-12-24 07:04,04-12-24 08:30,04-12-24 08:30,1.4,4.5,0,C5,Improper use,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0177-02,2,2,"DIAPHRAGM  PUMP 1""DIA AIR OPERATED",552418,04-12-24 10:57,04-12-24 11:21,04-12-24 11:21,0.4,2,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0318-00,1,2,DEVREE FILLING M/C,552413,04-12-24 10:37,04-12-24 11:21,04-12-24 11:21,0.7,1,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0445-00,1,2,DEVREE  AUTOMATIC FILLING M/C,552391,04-12-24 09:48,04-12-24 11:35,04-12-24 11:35,1.8,7,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],552424,04-12-24 11:05,04-12-24 11:56,04-12-24 11:56,0.9,2,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0241-07,1,2,HOPPER FOR 241 [FOR SILICA CHARGING],551321,29-11-24 13:51,04-12-24 15:02,04-12-24 15:02,121.2,2,0,C23,Condition based maintenanced,,,P6,,,,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0241-00,1,2,DISSOLVER,552485,04-12-24 13:28,04-12-24 16:01,04-12-24 16:01,2.5,2.5,0,C23,Condition based maintenanced,,,P6,,,,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0241-00,1,2,DISSOLVER,552669,05-12-24 08:00,05-12-24 08:00,05-12-24 08:00,0,2,0,C25,Prod. Change Over,T1,Maintenance,P9,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0554-00,1,2,WISPERSOR 10 KL,552630,05-12-24 08:00,05-12-24 08:00,05-12-24 08:00,0,3,0,C4,Lack of cleaning.,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0226-00,2,2,STATIONARY MIXER,1022241,27-11-24 15:11,05-12-24 08:00,05-12-24 08:00,184.8,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0227-00,2,2,STATIONARY MIXER,1022242,27-11-24 15:11,05-12-24 08:00,05-12-24 08:00,184.8,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0006-00,0,2,ALL MANUAL FIRE DOORS,1022209,27-11-24 15:11,05-12-24 08:00,05-12-24 08:00,184.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0172-00,2,2,"HIGH PRESSURE CLEANING MACHINE
OUTSIDE Near staircase tinting area",1022211,27-11-24 15:11,05-12-24 08:00,05-12-24 08:00,184.8,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0173-00,2,2,HIGH PRESSURE CLEANER PORTABLE,1022212,27-11-24 15:11,05-12-24 08:00,05-12-24 08:00,184.8,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0201-02,1,2,"DISSOLVER TANK , SS , 3000 LTR",552342,04-12-24 07:13,05-12-24 08:10,05-12-24 08:10,24.9,2,0,C23,Condition based maintenanced,,,P6,,,,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,016-0106-00,1,2,"DIAPHRAGM PUMP EMULSION OFF LOADING,3''",552728,05-12-24 14:08,05-12-24 16:57,05-12-24 16:57,2.8,4,0,C23,Condition based maintenanced,T1,Maintenance,P9,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,008-0000-00,3,3,PRODUCTION OFFICE AREA [LOCATION ],552761,05-12-24 15:07,06-12-24 08:00,06-12-24 08:00,16.9,1.5,0,C2,Site Services,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,003-0000-00,3,2,FINISHED GOODS STORE [ LOCATION],551251,29-11-24 11:44,06-12-24 08:00,06-12-24 08:00,164.3,1.5,0,C2,Site Services,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,007-0100-00,0,1,FIRE WATER SPRINKLER TANK,1022220,27-11-24 15:11,06-12-24 08:00,06-12-24 08:00,208.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0201-00,1,1,DISSOLVER,1022215,27-11-24 15:11,06-12-24 08:00,06-12-24 08:00,208.8,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,000-0019-00,0,1,FIRE HOSE & HOSE REELS,1022206,27-11-24 15:11,06-12-24 08:00,06-12-24 08:00,208.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,005-0100-00,0,1,"FIRE PUMP,DIESEL DRIVEN UL LISTED & FM APPROVED 1250 GPM 216 BHP@3000 RPM",1022205,27-11-24 15:11,06-12-24 08:00,06-12-24 08:00,208.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,000-0003-00,0,2,FIRE SPRINKLER,1008841,01-10-24 08:58,06-12-24 08:00,06-12-24 08:00,1583,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0134-00,2,2,FILLING STAND,552924,06-12-24 11:03,06-12-24 11:03,06-12-24 11:03,0,1,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0459-00,2,2,"VACUUM CLEANER,AIR OPERATED",1022216,27-11-24 15:11,07-12-24 00:00,07-12-24 00:00,224.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],1022218,27-11-24 15:11,07-12-24 00:00,07-12-24 00:00,224.8,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202449,MAINT,Maintenance,005-0100-00,0,1,"FIRE PUMP,DIESEL DRIVEN UL LISTED & FM APPROVED 1250 GPM 216 BHP@3000 RPM",1022203,27-11-24 15:11,07-12-24 00:00,07-12-24 00:00,224.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202450,MAINT,Maintenance,001-0002-00,2,1,GENERATOR FOR CMP ROOM,1022221,27-11-24 15:11,09-12-24 08:00,09-12-24 08:00,280.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2024,202450,MAINT,Maintenance,004-0200-00,1,1,DISSOLVER,1022214,27-11-24 15:11,09-12-24 08:00,09-12-24 08:00,280.8,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
